trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,Target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
68,0,68,0,169.63682879996486,,169.57870149996597,10,169.63682879996486,169.63682879996486,0.03395269997417927,171.7388232999947,[-0.23833333333333334],[0.24166666666666667],[1],[0],[0],[2.126424100017175],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
69,0,69,0,171.79984679998597,,171.74243529996602,10,171.79984679998597,171.79984679998597,0.0333593999966979,173.81687699997565,[-0.28],[-0.3],[1],[0],[0],[2.0416799999657087],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
70,0,70,0,173.88021199998911,,173.82008799997857,10,173.88021199998911,173.88021199998911,0.0323612000211142,175.93093629996292,[0.23333333333333334],[0.015],[1],[0],[0],[2.0787466999609023],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
71,0,71,0,175.97658919997048,,175.93401480000466,5,175.97658919997048,175.97658919997048,0.01649020001059398,177.96186609996948,[-0.49],[-0.365],[1],[0],[0],[2.011595399992075],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
72,0,72,0,178.02319009997882,,177.9650493999943,10,178.02319009997882,178.02319009997882,0.03200870001455769,179.70790399995167,[-0.17833333333333334],[0.1],[1],[0],[0],[1.7110975999967195],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
73,0,73,0,179.75386959995376,,179.71135579998372,5,179.75386959995376,179.75386959995376,0.017258799984119833,182.00563569995575,[0.3],[-0.205],[1],[0],[0],[2.277271000028122],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
74,0,74,0,182.06686479999917,,182.00899909995496,10,182.06686479999917,182.06686479999917,0.032271399977616966,183.9356958999997,[0.26],[0.028333333333333332],[1],[0],[0],[1.8945992999942973],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
75,0,75,0,183.9803025999572,,183.93884259997867,5,183.9803025999572,183.9803025999572,0.017265999980736524,185.71674269996583,[-0.2916666666666667],[0.09333333333333334],[1],[0],[0],[1.7608821999747306],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
76,0,76,0,185.77783549996093,,185.71979539998574,10,185.77783549996093,185.77783549996093,0.03335349995177239,187.79485829995247,[-0.32],[0.38],[1],[0],[0],[2.0418469999567606],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
77,0,77,0,187.87436529999832,,187.79801669996232,10,187.87436529999832,187.87436529999832,0.050767800014000386,189.80927659996087,[0.225],[-0.19333333333333333],[1],[0],[0],[1.9607390000019222],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
78,0,78,0,189.8709133999655,,189.81262039998546,10,189.8709133999655,189.8709133999655,0.03347720002057031,191.55666869995184,[-0.33166666666666667],[0.4166666666666667],[1],[0],[0],[1.7108967000385746],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
79,0,79,0,191.60149039997486,,191.56029649998527,5,191.60149039997486,191.60149039997486,0.01815269998041913,193.57024390000151,[0.4766666666666667],[0.14666666666666667],[1],[0],[0],[1.9919868999859318],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
80,0,80,0,193.61498929996742,,193.57397509994917,5,193.61498929996742,193.61498929996742,0.017301499960012734,195.05197739996947,[-0.37],[0.235],[1],[0],[0],[1.46091330004856],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
81,0,81,0,195.09595289995195,,195.05558980000205,5,195.09595289995195,195.09595289995195,0.017443999997340143,196.43333609995898,[-0.4116666666666667],[0.27166666666666667],[1],[0],[0],[1.3605991999502294],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
82,0,82,0,196.4936319999979,,196.4364937999635,10,196.4936319999979,196.4936319999979,0.03193940001074225,197.83000379998703,[-0.49666666666666665],[0.2683333333333333],[1],[0],[0],[1.3618060000007972],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
83,0,83,0,197.87490419996902,,197.83320229995297,5,197.87490419996902,197.87490419996902,0.017356200027279556,199.5272950999788,[0.195],[0.3],[1],[0],[0],[1.676933699985966],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
84,0,84,0,199.57220209995285,,199.53035069996258,5,199.57220209995285,199.57220209995285,0.016301800031214952,200.8930065999739,[0.028333333333333332],[0.285],[1],[0],[0],[1.3464883000124246],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
85,0,85,0,200.9534284999827,,200.89617009996437,10,200.9534284999827,200.9534284999827,0.03196439996827394,202.95388990000356,[-0.18],[-0.19333333333333333],[1],[0],[0],[2.0260239000199363],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
86,0,86,0,203.01679899997544,,202.95687619998353,10,203.01679899997544,203.01679899997544,0.0320322000188753,204.38647509994917,[0.3233333333333333],[-0.21],[1],[0],[0],[1.3977856999845244],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
87,0,87,0,204.44756479997886,,204.3896565999603,10,204.44756479997886,204.44756479997886,0.031518900010269135,206.2650337999803,[0.475],[-0.3933333333333333],[1],[0],[0],[1.8441065999795683],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
88,0,88,0,206.3279865999939,,206.26809259998845,10,206.3279865999939,206.3279865999939,0.03132600005483255,207.59724439994898,[0.095],[-0.005],[1],[0],[0],[1.2980142000014894],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
89,0,89,0,207.6425796999829,,207.6004408999579,5,207.6425796999829,207.6425796999829,0.017209600016940385,209.36178409995046,[0.4716666666666667],[0.18],[1],[0],[0],[1.7444593000109307],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
90,0,90,0,209.48931519995676,,209.36485519999405,10,209.48931519995676,209.48931519995676,0.10059639997780323,211.60675439995248,[-0.275],[-0.42833333333333334],[1],[0],[0],[2.141507200023625],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
91,0,91,0,211.66938639996806,,211.61009380000178,10,211.66938639996806,211.66938639996806,0.03376700001535937,213.4396177000017,[-0.26666666666666666],[-0.10666666666666667],[1],[0],[0],[1.7960624999832362],['Target'],04,001,2024-10-09_14h21.23.415,3.0 search,2024.1.5,None,2024-10-09 14h21.36.181803 +0530,
