10.5005 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
10.5032 	INFO 	Loaded monitor calibration from ['2024_08_06 21:36']
11.6076 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023BEC418F10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023BEC418EB0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023BEC418D00>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000023BF1900E50>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.6077 	EXP 	window1: backgroundImage = ''
11.6077 	EXP 	window1: backgroundFit = 'none'
11.6086 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023BEC41D070>
11.6096 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023BEC41D070>
11.6131 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023BEC41D070>
11.6142 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023BEC41D070>
11.6364 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6383 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6402 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6422 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6443 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6460 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6480 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6501 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6514 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6528 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6546 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6576 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6606 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6626 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6644 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6663 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6682 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6697 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6713 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6734 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6749 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.6753 	DEBUG 	Uploading Texture Font fontname to graphics card
11.6821 	DEBUG 	Upload of Texture Font fontname complete
11.6838 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023BEC41D070>
11.6839 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023BEC41D070>
11.6847 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023BEC41D070>
11.6854 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000023BEC41D070>
11.7020 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.7042 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.7062 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.7065 	DEBUG 	Uploading Texture Font fontname to graphics card
11.7133 	DEBUG 	Upload of Texture Font fontname complete
11.7158 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.7159 	EXP 	window1: recordFrameIntervals = False
11.9009 	EXP 	window1: recordFrameIntervals = True
12.0822 	EXP 	Screen (0) actual frame rate measured at 59.75Hz
12.0823 	EXP 	window1: recordFrameIntervals = False
12.0824 	EXP 	window1: mouseVisible = True
12.0831 	EXP 	window1: mouseVisible = True
12.0835 	EXP 	window1: mouseVisible = True
12.0852 	EXP 	window1: mouseVisible = True
12.0869 	EXP 	window1: mouseVisible = True
12.1162 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.1182 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.1203 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.1228 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.1249 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
