reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
67,75,119,1,4,11,5,16.84448379999958,,16.830752299982123,16.84448379999958,17.84319799998775,17.84319799998775,17.859476900077425,18.060385600081645,l,0.2025730999885127,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
78,80,162,1,5,12,6,18.07567180006299,,18.061405900050886,18.07567180006299,19.074519200017676,19.074519200017676,19.091052900068462,20.175799200078472,l,1.083265700028278,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
27,50,21,1,6,13,2,20.198900400078855,,20.177862500073388,20.198900400078855,21.1876837000018,21.1876837000018,21.2043563000625,21.688459899974987,l,0.48432749998755753,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
67,75,119,2,0,14,5,21.703309000004083,,21.68945409997832,21.703309000004083,22.701900399988517,22.701900399988517,22.718528700061142,23.12018910003826,t,0.41312649997416884,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
27,50,21,2,1,15,2,23.13440039998386,,23.121287600020878,23.13440039998386,24.13293419999536,24.13293419999536,24.14955590001773,24.983974499977194,l,0.8352260999381542,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
78,80,162,2,2,16,6,24.998093100031838,,24.985302800079808,24.998093100031838,25.99663900001906,25.99663900001906,26.01319650001824,26.548144100001082,t,0.5437389999860898,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
15,35,13,2,3,17,1,26.562853100011125,,26.549450600054115,26.562853100011125,27.561268100049347,27.561268100049347,27.577743800007738,28.22945099999197,l,0.6550091999815777,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
40,55,62,2,4,18,3,28.25217029999476,,28.231635799980722,28.25217029999476,29.24172340007499,29.24172340007499,29.258318800013512,29.727119200048037,t,0.47179739992134273,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
49,60,89,2,5,19,4,29.750323200016282,,29.729291700059548,29.750323200016282,30.739379700040445,30.739379700040445,30.755969000048935,30.975293199997395,t,0.22330199996940792,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
11,30,7,2,6,20,0,30.998423799988814,,30.977355599985458,30.998423799988814,31.98744090006221,31.98744090006221,32.00385069998447,32.19067859998904,t,0.19870209996588528,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
67,75,119,3,0,21,5,32.213798800017685,,32.192946600029245,32.213798800017685,33.20199750002939,33.20199750002939,33.21871950000059,33.254772300017066,t,0.04090059990994632,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
40,55,62,3,1,22,3,33.27866750000976,,33.256882400019094,33.27866750000976,34.266601699986495,34.266601699986495,34.28339039999992,34.91709950007498,l,0.6408763999352232,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
78,80,162,3,2,23,6,34.93192330002785,,34.91822270001285,34.93192330002785,35.9308717000531,35.9308717000531,35.9308717000531,36.38316470000427,t,0.44418059999588877,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
11,30,7,3,3,24,0,36.40749620005954,,36.385385400033556,36.40749620005954,37.39522299997043,37.39522299997043,37.41200050001498,37.514653100050054,l,0.11434129998087883,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
49,60,89,3,4,25,4,37.53863079997245,,37.51708620006684,37.53863079997245,38.526736499974504,38.526736499974504,38.54344729997683,38.67947319999803,l,0.14727770001627505,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
27,50,21,3,5,26,2,38.70295040006749,,38.68168300006073,38.70295040006749,39.69155300001148,39.69155300001148,39.70820210000966,40.01053079997655,t,0.30469550006091595,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
15,35,13,3,6,27,1,40.03332829999272,,40.01259669999126,40.03332829999272,41.022813600022346,41.022813600022346,41.03939759999048,41.2768933000043,t,0.2502675000578165,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
78,80,162,4,0,28,6,41.298848400008865,,41.27902630006429,41.298848400008865,42.28752060001716,42.28752060001716,42.30406180000864,42.60660050006118,l,0.3102087000152096,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
27,50,21,4,1,29,2,42.63085780001711,,42.6086723000044,42.63085780001711,43.61863909999374,43.61863909999374,43.63516920001712,43.6877502000425,l,0.05133950000163168,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
11,30,7,4,2,30,0,43.71106100000907,,43.68994070007466,43.71106100000907,44.700189299997874,44.700189299997874,44.716796200023964,44.71962049999274,l,0.00923950003925711,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
49,60,89,4,3,31,4,44.74518910003826,,44.72193170001265,44.74518910003826,45.731871200026944,45.731871200026944,45.7484976000851,46.15072739997413,t,0.4087724999990314,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
67,75,119,4,4,32,5,46.173265899997205,,46.152806099969894,46.173265899997205,47.16286270006094,47.16286270006094,47.179682000074536,47.56513620004989,t,0.39271049993112683,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
40,55,62,4,5,33,3,47.58917539997492,,47.5680572000565,47.58917539997492,48.57725680002477,48.57725680002477,48.59397629997693,48.82974100008141,t,0.24508910009171814,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
15,35,13,4,6,34,1,48.85253769997507,,48.8318397999974,48.85253769997507,49.84188930003438,49.84188930003438,49.85866270004772,50.0777589000063,t,0.22945880005136132,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
67,75,119,5,0,35,5,50.10141760006081,,50.079860700061545,50.10141760006081,51.08990040002391,51.08990040002391,51.10663270007353,51.459127100068145,t,0.3598033000016585,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
40,55,62,5,1,36,3,51.48430440004449,,51.46122749999631,51.48430440004449,52.471025299979374,52.471025299979374,52.48767260008026,52.99020860006567,t,0.5145094000035897,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
11,30,7,5,2,37,0,53.02367220004089,,52.993302699993365,53.02367220004089,54.00140429998282,54.00140429998282,54.03461690002587,55.618496200069785,l,1.5996409999206662,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
15,35,13,5,3,38,1,55.64157290000003,,55.62075890006963,55.64157290000003,56.630961399991065,56.630961399991065,56.64769570005592,56.75025719997939,l,0.11182079999707639,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
49,60,89,5,4,39,4,56.772954900050536,,56.7523596000392,56.772954900050536,57.762532200082205,57.762532200082205,57.77936150005553,58.1817594000604,l,0.414695700048469,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
78,80,162,5,5,40,6,58.204259300022386,,58.183942200033925,58.204259300022386,59.193582399981096,59.193582399981096,59.210356399999,59.71230480005033,t,0.5120484000071883,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
27,50,21,5,6,41,2,59.736261300044134,,59.714325400069356,59.736261300044134,60.72457790002227,60.72457790002227,60.74118610005826,60.960240700049326,l,0.21910129999741912,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
67,75,119,6,0,42,5,60.983514700084925,,60.962471800041385,60.983514700084925,61.972527500009164,61.972527500009164,61.98903330008034,62.574437899980694,t,0.5974342999979854,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
11,30,7,6,1,43,0,62.59736010001507,,62.57663110003341,62.59736010001507,63.586427800008096,63.586427800008096,63.60310299997218,64.20505039999261,l,0.6115703999530524,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
27,50,21,6,2,44,2,64.22746449999977,,64.20717529999092,64.22746449999977,65.21721000003163,65.21721000003163,65.23386260005645,66.16984159999993,l,0.9490907998988405,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
15,35,13,6,3,45,1,66.19427380000707,,66.1719472000841,66.19427380000707,67.18045290000737,67.18045290000737,67.19717529998161,67.64819500001613,t,0.45180949999485165,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
40,55,62,6,4,46,3,67.6629086000612,,67.64947090006899,67.6629086000612,68.66162829997484,68.66162829997484,68.6782891000621,69.08068740007002,t,0.4077799000078812,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
78,80,162,6,5,47,6,69.10661720007192,,69.08277700003237,69.10661720007192,70.09272780001629,70.09272780001629,70.10946369997691,70.4284187000012,l,0.32714920002035797,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
49,60,89,6,6,48,4,70.4524412000319,,70.43047780008055,70.4524412000319,71.44055669999216,71.44055669999216,71.45719280000776,71.89336019998882,l,0.4484136999817565,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
49,60,89,7,0,49,4,71.90646910003852,,71.89555240003392,71.90646910003852,72.90494310006034,72.90494310006034,72.92153120005969,73.37452660000417,l,0.45903779997024685,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
11,30,7,7,1,50,0,73.39816400001291,,73.37669329997152,73.39816400001291,74.38575590006076,74.38575590006076,74.40241720003542,74.70435600006022,t,0.3007767000235617,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
78,80,162,7,2,51,6,74.72547020006459,,74.70645130006596,74.72547020006459,75.71690700005274,75.71690700005274,75.73375930008478,76.85218180005904,t,1.1171900000190362,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
15,35,13,7,3,52,1,76.87630870006979,,76.8545508000534,76.87630870006979,77.86373360001016,77.86373360001016,77.88032730005216,78.56592850002926,l,0.6977127999998629,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
40,55,62,7,4,53,3,78.59016740007792,,78.56810440006666,78.59016740007792,79.57749609998427,79.57749609998427,79.59417180006858,79.99653730005957,l,0.40301539993379265,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
67,75,119,7,5,54,5,80.01791449997108,,79.9985588999698,80.01791449997108,81.00858899997547,81.00858899997547,81.02505010005552,83.62565250007901,t,2.6130754000041634,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
27,50,21,7,6,55,2,83.64938660000917,,83.62776290008333,83.64938660000917,84.6361061000498,84.6361061000498,84.652671799995,84.9051890000701,l,0.2555898999562487,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
40,55,62,8,0,56,3,84.92663810006343,,84.9072650000453,84.92663810006343,85.91717040003277,85.91717040003277,85.93379200005438,86.26942140003666,l,0.3341348000103608,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
15,35,13,8,1,57,1,86.29308930004481,,86.27158549998421,86.29308930004481,87.281881300034,87.281881300034,87.29848270001821,87.66748860001098,l,0.3725416000233963,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
27,50,21,8,2,58,2,87.69065350003075,,87.66963450005278,87.69065350003075,88.6795610000845,88.6795610000845,88.69617890007794,89.06503910000902,t,0.3764247000217438,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
11,30,7,8,3,59,0,89.08967840007972,,89.06732080003712,89.08967840007972,90.07726030005142,90.07726030005142,90.09394190006424,90.79594049998559,t,0.7121804000344127,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
67,75,119,8,4,60,5,90.81845290004276,,90.79797399998643,90.81845290004276,91.80784170003608,91.80784170003608,91.82449140003882,93.25809150002897,t,1.432701800018549,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
78,80,162,8,5,61,6,93.28011679998599,,93.26027910003904,93.28011679998599,94.27052879997063,94.27052879997063,94.28724510001484,94.57307819998823,l,0.29267099988646805,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
49,60,89,8,6,62,4,94.59702510002535,,94.57511980005074,94.59702510002535,95.58517249999568,95.58517249999568,95.60166000004392,95.73809690005146,l,0.13886190007906407,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
67,75,119,9,0,63,5,95.76396080001723,,95.74020960007329,95.76396080001723,96.74986970005557,96.74986970005557,96.76650510006584,96.96906799997669,l,0.21438949997536838,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
78,80,162,9,1,64,6,96.99203059996944,,96.97120100003667,96.99203059996944,97.98132160003297,97.98132160003297,97.99797120003495,99.91436300007626,l,1.9255248999688774,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
49,60,89,9,2,65,4,99.938545800047,,99.9164718000684,99.938545800047,100.9264925000025,100.9264925000025,100.94307240005583,101.23026510002092,l,0.29825150000397116,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
40,55,62,9,3,66,3,101.25565080007073,,101.23261150007602,101.25565080007073,102.24108690000139,102.24108690000139,102.25770870002452,108.16799630003516,l,5.920103000011295,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
11,30,7,9,4,67,0,108.19078900001477,,108.1700792000629,108.19078900001477,109.1797946000006,109.1797946000006,109.1965301000746,110.13078000000678,t,0.9333237000973895,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
27,50,21,9,5,68,2,110.1533431999851,,110.13286860007793,110.1533431999851,111.14347830007318,111.14347830007318,111.16005469998345,111.46255409996957,l,0.3120418000034988,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
15,35,13,9,6,69,1,111.48603590007406,,111.46472920000087,111.48603590007406,112.47472659999039,112.47472659999039,112.49130530003458,112.61085850000381,t,0.1242950001033023,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
40,55,62,10,0,70,3,112.63377970003057,,112.61303480004426,112.63377970003057,113.62266410002485,113.62266410002485,113.63954080000985,113.75907769997139,l,0.1296107000671327,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
78,80,162,10,1,71,6,113.78180340002291,,113.76108690002002,113.78180340002291,114.77098190004472,114.77098190004472,114.78767059999518,114.99008899996988,l,0.2073350999271497,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
15,35,13,10,2,72,1,115.01478940004017,,114.99226009997074,115.01478940004017,116.00219700008165,116.00219700008165,116.0189996000845,116.23789820005186,t,0.2279817999806255,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
67,75,119,10,3,73,5,116.26106370007619,,116.24003970006015,116.26106370007619,117.25020840007346,117.25020840007346,117.26699520007242,117.27105260000098,t,0.01588730001822114,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
49,60,89,10,4,74,4,117.29611390002538,,117.27311790001113,117.29611390002538,118.28200010000728,118.28200010000728,118.29850530007388,118.41812510008458,t,0.12366530008148402,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
11,30,7,10,5,75,0,118.44208700000308,,118.42029629996978,118.44208700000308,119.43010610004421,119.43010610004421,119.44681610004045,119.88180380000267,t,0.434239299967885,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
27,50,21,10,6,76,2,119.90327520004939,,119.8840628999751,119.90327520004939,120.89442100003362,120.89442100003362,120.91115860000718,120.96395950007718,l,0.053767100092954934,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
11,30,7,11,0,77,0,120.98679420002736,,120.96604359999765,120.98679420002736,121.97599760000594,121.97599760000594,121.99276410008315,122.12866420007776,l,0.13781459990423173,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
40,55,62,11,1,78,3,122.15068500000052,,122.13067890005186,122.15068500000052,123.14068569999654,123.14068569999654,123.15755380003247,123.69278160005342,l,0.5364006001036614,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
15,35,13,11,2,79,1,123.71523540001363,,123.69492789998185,123.71523540001363,124.70489350007847,124.70489350007847,124.72161160001997,124.95703990000766,l,0.23439790005795658,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
49,60,89,11,3,80,4,124.9799117000075,,124.95914230006747,124.9799117000075,125.96974540001247,125.96974540001247,125.98615510005038,127.03829180006869,t,1.0640452000079677,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
27,50,21,11,4,81,2,127.06177899998147,,127.04059610003605,127.06177899998147,128.04943140002433,128.04943140002433,128.06615079997573,128.56853859999683,t,0.5137654000427574,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
78,80,162,11,5,82,6,128.5947981000645,,128.5712425999809,128.5947981000645,129.58034079999197,129.58034079999197,129.5972171999747,130.36568160005845,t,0.7748250999720767,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
67,75,119,11,6,83,5,130.39010489999782,,130.36776659998577,130.39010489999782,131.37764329998754,131.37764329998754,131.3944423000794,132.01254010002594,l,0.616922999965027,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
11,30,7,12,0,84,0,132.03525730001274,,132.01471330004279,132.03525730001274,133.02487590000965,133.02487590000965,133.04170549998526,133.4273162999889,t,0.3978368000825867,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
40,55,62,12,1,85,3,133.44965139997657,,133.42936880001798,133.44965139997657,134.4392371000722,134.4392371000722,134.45595360000152,134.85815290000755,l,0.407211400102824,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
27,50,21,12,2,86,2,134.88333380001131,,134.8605432000477,134.88333380001131,135.8702508000424,135.8702508000424,135.88706560002174,136.23931189998984,l,0.3619338000426069,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
49,60,89,12,3,87,4,136.26172509999014,,136.24136690003797,136.26172509999014,137.2515274999896,137.2515274999896,137.26819410000462,137.57028410001658,t,0.30129619990475476,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
15,35,13,12,4,88,1,137.5928533000406,,137.57229250005912,137.5928533000406,138.58264480007347,138.58264480007347,138.5993375000544,138.90339360001963,t,0.3162121999775991,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
67,75,119,12,5,89,5,138.92768820002675,,138.90552520006895,138.92768820002675,139.91386319999583,139.91386319999583,139.93045960005838,140.33304930001032,l,0.4030547000002116,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
78,80,162,12,6,90,6,140.3552271000808,,140.33560390002094,140.3552271000808,141.34484530007467,141.34484530007467,141.36151740001515,141.84676009998657,t,0.4934640999417752,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
11,30,7,13,0,91,0,141.87053790001664,,141.84898310003337,141.87053790001664,142.85912929999176,142.85912929999176,142.8757613999769,143.19464790006168,l,0.32294099999126047,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
49,60,89,13,1,92,4,143.2180877000792,,143.19703789998312,143.2180877000792,144.20692190004047,144.20692190004047,144.22368629998527,145.67397880007047,l,1.4599104999797419,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
27,50,21,13,2,93,2,145.69709000003058,,145.67603720002808,145.69709000003058,146.68614890007302,146.68614890007302,146.70297230000142,147.27159530005883,t,0.5696009999373928,None,03,001,2024-11-19_15h07.24.744,7.0 Delay Discounting,2024.1.5,None,2024-11-19 15h07.43.120592 +0530,
