delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.7,1000,exp,12,0,1,space,0.7797073000110686,None,450,1,[1.9868025000323541],[1.9868136000004597],1,0,12,5,67.83886570000323,,67.8279557999922,67.83886570000323,68.83814190002158,68.83814190002158,68.83814190002158,69.62547060003271,space,0.7797073000110686,None,69.62612490000902,70.33905126667038,70.67182769998908,70.64490170002682,70.64533550001215,70.67182769998908,70.67182769998908,70.67182769998908,72.65935760003049,450,1,[1.9868025000323541],[1.9868136000004597],874043,001,2024-11-14_12h00.52.057,6.0 Intentional Binding,2024.2.4,60.56656387108725,2024-11-14 12h01.04.102328 +0530,
0.7,1000,exp,13,1,1,space,1.06050049996702,None,300,1,[2.0371745000011288],[2.0371835999540053],1,1,13,11,72.671468799992,,72.65967160003493,72.671468799992,73.67169869999634,73.67169869999634,73.67169869999634,74.74241539998911,space,1.06050049996702,None,74.74304810003377,75.45567746670373,75.77053420001175,75.75450590002583,75.75491910002893,75.77053420001175,75.77053420001175,75.77053420001175,77.80840590002481,300,1,[2.0371745000011288],[2.0371835999540053],874043,001,2024-11-14_12h00.52.057,6.0 Intentional Binding,2024.2.4,60.56656387108725,2024-11-14 12h01.04.102328 +0530,
0.7,1000,exp,14,2,1,space,0.46055479999631643,None,300,1,[1.854530300013721],[1.8545377000118606],1,2,14,8,77.82168290001573,,77.80873590003466,77.82168290001573,78.82138149999082,78.82138149999082,78.82138149999082,79.29227750003338,space,0.46055479999631643,None,79.29296240000986,80.00536316668537,80.33741310000187,80.3092811999959,80.30970520002302,80.33741310000187,80.33741310000187,80.33741310000187,82.19272839999758,300,1,[1.854530300013721],[1.8545377000118606],874043,001,2024-11-14_12h00.52.057,6.0 Intentional Binding,2024.2.4,60.56656387108725,2024-11-14 12h01.04.102328 +0530,
0.1,1000,exp,15,3,1,space,0.48436629999196157,None,300,1,[1.672504099959042],[1.672514299978502],1,3,15,9,82.20519930002047,,82.1930916000274,82.20519930002047,83.20541900000535,83.20541900000535,83.20541900000535,83.69280489999801,space,0.48436629999196157,None,83.69355200004065,83.80570376670609,84.12054880004143,84.10664060001727,84.10705849999795,84.12054880004143,84.12054880004143,84.12054880004143,85.79418650001753,300,1,[1.672504099959042],[1.672514299978502],874043,001,2024-11-14_12h00.52.057,6.0 Intentional Binding,2024.2.4,60.56656387108725,2024-11-14 12h01.04.102328 +0530,
0.1,1000,exp,16,4,1,space,0.4507535999873653,None,500,1,[2.9555454999790527],[2.955555699998513],1,4,16,6,85.80522310000379,,85.79448850004701,85.80522310000379,86.80479349999223,86.80479349999223,86.80479349999223,87.26028119999683,space,0.4507535999873653,None,87.26094030000968,87.37117886665898,87.6866395000252,87.67156160000013,87.6719740999979,87.6866395000252,87.6866395000252,87.6866395000252,90.64292010001373,500,1,[2.9555454999790527],[2.955555699998513],874043,001,2024-11-14_12h00.52.057,6.0 Intentional Binding,2024.2.4,60.56656387108725,2024-11-14 12h01.04.102328 +0530,
0.4,1000,exp,17,5,1,space,0.7060135999927297,None,700,1,[3.087695900001563],[3.0877035000012256],1,5,17,4,90.65518450003583,,90.64317280001706,90.65518450003583,91.65468149998924,91.65468149998924,91.65468149998924,92.37500060000457,space,0.7060135999927297,None,92.37565270002233,92.7885452666708,93.10332900000503,93.08877840003697,93.08918770001037,93.10332900000503,93.10332900000503,93.10332900000503,96.19176380004501,700,1,[3.087695900001563],[3.0877035000012256],874043,001,2024-11-14_12h00.52.057,6.0 Intentional Binding,2024.2.4,60.56656387108725,2024-11-14 12h01.04.102328 +0530,
0.1,1000,exp,18,6,1,space,0.6430507000186481,None,700,1,[2.6222110000089742],[2.622221299970988],1,6,18,3,96.20460669999011,,96.19206400000257,96.20460669999011,97.2043956000125,97.2043956000125,97.2043956000125,97.85887240001466,space,0.6430507000186481,None,97.8595273999963,97.97136196669113,98.28685060003772,98.27255510003306,98.27298050001264,98.28685060003772,98.28685060003772,98.28685060003772,100.90983340004459,700,1,[2.6222110000089742],[2.622221299970988],874043,001,2024-11-14_12h00.52.057,6.0 Intentional Binding,2024.2.4,60.56656387108725,2024-11-14 12h01.04.102328 +0530,
0.1,400,unexp,19,7,1,space,0.5117195000057109,None,700,1,[2.804119599983096],[2.80412799998885],1,7,19,0,100.92129610001575,,100.91011029999936,100.92129610001575,101.92163060000166,101.92163060000166,101.92163060000166,102.44198730000062,space,0.5117195000057109,None,102.44282110000495,102.55430546671074,102.88732810004149,102.85961240000324,102.86003169999458,102.88732810004149,102.88732810004149,102.88732810004149,105.69237350003095,700,1,[2.804119599983096],[2.80412799998885],874043,001,2024-11-14_12h00.52.057,6.0 Intentional Binding,2024.2.4,60.56656387108725,2024-11-14 12h01.04.102328 +0530,
0.4,1000,exp,20,8,1,space,0.8100323000107892,None,700,1,[2.237979899975471],[2.237987299973611],1,8,20,7,105.7070398000069,,105.69267409999156,105.7070398000069,106.704951599997,106.704951599997,106.72126640001079,107.52648190001491,space,0.8100323000107892,None,107.52734910004074,107.93800516665603,108.25335210002959,108.2385268000071,108.23896879999666,108.25335210002959,108.25335210002959,108.25335210002959,110.49202520004474,700,1,[2.237979899975471],[2.237987299973611],874043,001,2024-11-14_12h00.52.057,6.0 Intentional Binding,2024.2.4,60.56656387108725,2024-11-14 12h01.04.102328 +0530,
0.7,400,unexp,21,9,1,space,0.3870388999930583,None,700,1,[4.0881375999888405],[4.088147900009062],1,9,21,2,110.50469279999379,,110.49226960004307,110.50469279999379,111.50435679999646,111.50435679999646,111.50435679999646,111.90890640002908,space,0.3870388999930583,None,111.90958340000361,112.6211472667094,112.93682360003004,112.92166900000302,112.92210850003175,112.93682360003004,112.93682360003004,112.93682360003004,117.02568780002184,700,1,[4.0881375999888405],[4.088147900009062],874043,001,2024-11-14_12h00.52.057,6.0 Intentional Binding,2024.2.4,60.56656387108725,2024-11-14 12h01.04.102328 +0530,
0.4,1000,exp,22,10,1,space,0.4405374000198208,None,500,1,[2.054671399993822],[2.054679099994246],1,10,22,10,117.04030390002299,,117.0259332000278,117.04030390002299,118.03782620001584,118.03782620001584,118.05404990003444,118.4918548000278,space,0.4405374000198208,None,118.49248680000892,118.90446866670779,119.23712750000414,119.20505260000937,119.20559700002195,119.23712750000414,119.23712750000414,119.23712750000414,121.29254130000481,500,1,[2.054671399993822],[2.054679099994246],874043,001,2024-11-14_12h00.52.057,6.0 Intentional Binding,2024.2.4,60.56656387108725,2024-11-14 12h01.04.102328 +0530,
0.4,400,unexp,23,11,1,space,0.3481612000032328,None,400,1,[1.588249199965503],[1.588256699964404],1,11,23,1,121.30497060000198,,121.29289370001061,121.30497060000198,122.30443720001495,122.30443720001495,122.30443720001495,122.65836800000397,space,0.3481612000032328,None,122.65904669999145,123.07104506669954,123.38679340004455,123.37212160002673,123.37256540003,123.38679340004455,123.38679340004455,123.38679340004455,124.97568940004567,400,1,[1.588249199965503],[1.588256699964404],874043,001,2024-11-14_12h00.52.057,6.0 Intentional Binding,2024.2.4,60.56656387108725,2024-11-14 12h01.04.102328 +0530,
