trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,Target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
13,0,13,0,25.880140000022948,,25.839440700015984,5,25.880140000022948,25.880140000022948,0.01750840002205223,28.031690199975856,[0.3466666666666667],[-0.25166666666666665],[1],[0],[0],[2.175199099991005],['Target'],02,001,2024-10-09_13h17.20.767,3.0 search,2024.1.5,None,2024-10-09 13h17.32.981379 +0530,
14,0,14,0,28.093310499971267,,28.034815999970306,10,28.093310499971267,28.093310499971267,0.03551099996548146,29.977753999992274,[-0.2683333333333333],[0.48],[1],[0],[0],[1.9076881000073627],['Target'],02,001,2024-10-09_13h17.20.767,3.0 search,2024.1.5,None,2024-10-09 13h17.32.981379 +0530,
15,0,15,0,30.02324619999854,,29.98132560000522,5,30.02324619999854,30.02324619999854,0.018008100043516606,32.108342099993024,[-0.41],[-0.04],[1],[0],[0],[2.1092760000028647],['Target'],02,001,2024-10-09_13h17.20.767,3.0 search,2024.1.5,None,2024-10-09 13h17.32.981379 +0530,
16,0,16,0,32.17007609998109,,32.111627499980386,10,32.17007609998109,32.17007609998109,0.03560430003562942,33.67181069997605,[-0.065],[0.23333333333333334],[1],[0],[0],[1.52488819998689],['Target'],02,001,2024-10-09_13h17.20.767,3.0 search,2024.1.5,None,2024-10-09 13h17.32.981379 +0530,
17,0,17,0,33.7340419999673,,33.67544069996802,10,33.7340419999673,33.7340419999673,0.03329900000244379,35.95545020001009,[0.11166666666666666],[-0.15],[1],[0],[0],[2.247196599957533],['Target'],02,001,2024-10-09_13h17.20.767,3.0 search,2024.1.5,None,2024-10-09 13h17.32.981379 +0530,
18,0,18,0,36.014185399981216,,35.96464510000078,5,36.014185399981216,36.014185399981216,0.0348686000215821,37.68601010000566,[0.07166666666666667],[0.38333333333333336],[1],[0],[0],[1.6880165000329725],['Target'],02,001,2024-10-09_13h17.20.767,3.0 search,2024.1.5,None,2024-10-09 13h17.32.981379 +0530,
19,0,19,0,37.79433349997271,,37.6949300999986,10,37.79433349997271,37.79433349997271,0.06949770002393052,39.45166869997047,[0.3883333333333333],[0.49],[1],[0],[0],[1.6888339000288397],['Target'],02,001,2024-10-09_13h17.20.767,3.0 search,2024.1.5,None,2024-10-09 13h17.32.981379 +0530,
20,0,20,0,39.526467800023966,,39.46005639998475,5,39.526467800023966,39.526467800023966,0.03338520001852885,41.446983199974056,[0.09833333333333333],[0.26],[1],[0],[0],[1.9547686000005342],['Target'],02,001,2024-10-09_13h17.20.767,3.0 search,2024.1.5,None,2024-10-09 13h17.32.981379 +0530,
21,0,21,0,41.50480890000472,,41.45038370002294,5,41.50480890000472,41.50480890000472,0.026152200007345527,44.023619599989615,[-0.33166666666666667],[-0.2916666666666667],[1],[0],[0],[2.5472742000129074],['Target'],02,001,2024-10-09_13h17.20.767,3.0 search,2024.1.5,None,2024-10-09 13h17.32.981379 +0530,
22,0,22,0,44.06756029999815,,44.02669079997577,5,44.06756029999815,44.06756029999815,0.01810099999420345,46.601879100024235,[0.49],[-0.405],[1],[0],[0],[2.5573007999919355],['Target'],02,001,2024-10-09_13h17.20.767,3.0 search,2024.1.5,None,2024-10-09 13h17.32.981379 +0530,
23,0,23,0,46.64666430000216,,46.6049913999741,5,46.64666430000216,46.64666430000216,0.01759390003280714,48.565889100020286,[0.085],[0.43833333333333335],[1],[0],[0],[1.9435046999715269],['Target'],02,001,2024-10-09_13h17.20.767,3.0 search,2024.1.5,None,2024-10-09 13h17.32.981379 +0530,
24,0,24,0,48.61039579997305,,48.56901919998927,5,48.61039579997305,48.61039579997305,0.017544600006658584,50.547406399971806,[-0.385],[-0.295],[1],[0],[0],[1.9610702999634668],['Target'],02,001,2024-10-09_13h17.20.767,3.0 search,2024.1.5,None,2024-10-09 13h17.32.981379 +0530,
25,0,25,0,50.59068690001732,,50.550382899993565,5,50.59068690001732,50.59068690001732,0.01722660002997145,52.06007900001714,[0.075],[-0.065],[1],[0],[0],[1.492650899977889],['Target'],02,001,2024-10-09_13h17.20.767,3.0 search,2024.1.5,None,2024-10-09 13h17.32.981379 +0530,
26,0,26,0,52.104918400000315,,52.06319309998071,5,52.104918400000315,52.104918400000315,0.017203999974299222,53.92363299999852,[0.345],[-0.3616666666666667],[1],[0],[0],[1.8435836999560706],['Target'],02,001,2024-10-09_13h17.20.767,3.0 search,2024.1.5,None,2024-10-09 13h17.32.981379 +0530,
27,0,27,0,53.985268599994015,,53.9267771000159,10,53.985268599994015,53.985268599994015,0.03200259996810928,55.88609990000259,[-0.155],[0.43666666666666665],[1],[0],[0],[1.927580300020054],['Target'],02,001,2024-10-09_13h17.20.767,3.0 search,2024.1.5,None,2024-10-09 13h17.32.981379 +0530,
28,0,28,0,55.931902099982835,,55.88916139997309,5,55.931902099982835,55.931902099982835,0.01692269998602569,58.13430009997683,[0.20666666666666667],[-0.425],[1],[0],[0],[2.2284253000398166],['Target'],02,001,2024-10-09_13h17.20.767,3.0 search,2024.1.5,None,2024-10-09 13h17.32.981379 +0530,
