words,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions_text.started,instruction_key.started,Instructions.stopped,instruction_key.keys,instruction_key.rt,instruction_key.duration,Fixation.started,wordtext.started,Fixation.stopped,wordtext.stopped,Recall.started,recall_key.started,recall_instructions.started,recall_textbox.started,recall_instructions.stopped,Recall.stopped,recall_textbox.text,recall_key.keys,recall_key.corr,recall_key.rt,recall_key.duration,EndScreen.started,end_text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,10,0,10,0,142.62501759990118,,,,,,,,,,,,,142.61579640000127,142.62501759990118,143.62346469983459,146.65376150002703,147.6207798998803,148.30460969987325,rain,['right'],0,[5.666977100074291],[None],,,01,001,2024-11-26_18h48.17.758,experiment psycho,2024.1.5,None,2024-11-26 18h48.33.408815 +0530,
,,,,,,11,0,11,0,148.31601749989204,,,,,,,,,,,,,148.306603099918,148.31601749989204,149.31489329994656,152.32510989997536,153.32255749986507,156.78658670000732,exploration,['right'],0,[8.45233069988899],[None],,,01,001,2024-11-26_18h48.17.758,experiment psycho,2024.1.5,None,2024-11-26 18h48.33.408815 +0530,
,,,,,,12,0,12,0,156.7965746000409,,,,,,,,,,,,,156.78959719999693,156.7965746000409,157.80135610001162,160.81041070003994,161.81125579983927,168.38348739990033,book,['right'],0,[11.569160700077191],[None],,,01,001,2024-11-26_18h48.17.758,experiment psycho,2024.1.5,None,2024-11-26 18h48.33.408815 +0530,
,,,,,,13,0,13,0,168.39362900005654,,,,,,,,,,,,,168.38649169984274,168.39362900005654,169.39930699998513,172.41084180003963,173.40278579993173,174.76878969999962,,['right'],0,[6.367354099871591],[None],,,01,001,2024-11-26_18h48.17.758,experiment psycho,2024.1.5,None,2024-11-26 18h48.33.408815 +0530,
,,,,,,14,0,14,0,174.78090250003152,,,,,,,,,,,,,174.77268549986184,174.78090250003152,175.7724035999272,178.80517659988254,179.7829619999975,183.0756222999189,constellation,['right'],0,[8.278335300041363],[None],,,01,001,2024-11-26_18h48.17.758,experiment psycho,2024.1.5,None,2024-11-26 18h48.33.408815 +0530,
,,,,,,15,0,15,0,183.0853506999556,,,,,,,,,,,,,183.07868569996208,183.0853506999556,184.09234420000575,,,186.6419611000456,,['right'],0,[3.551736199995503],[None],,,01,001,2024-11-26_18h48.17.758,experiment psycho,2024.1.5,None,2024-11-26 18h48.33.408815 +0530,
,,,,,,16,0,16,0,186.65457560005598,,,,,,,,,,,,,186.64491320005618,186.65457560005598,187.6534365999978,,,188.30615059984848,,['right'],0,[1.6324360999278724],[None],,,01,001,2024-11-26_18h48.17.758,experiment psycho,2024.1.5,None,2024-11-26 18h48.33.408815 +0530,
,,,,,,17,0,17,0,188.31983929988928,,,,,,,,,,,,,188.31124809989706,188.31983929988928,189.31744709983468,,,189.67103990004398,,['right'],0,[1.347408700035885],[None],,,01,001,2024-11-26_18h48.17.758,experiment psycho,2024.1.5,None,2024-11-26 18h48.33.408815 +0530,
,,,,,,18,0,18,0,189.683083999902,,,,,,,,,,,,,189.67413189983927,189.683083999902,190.68140869983472,193.68958260002546,194.6906530999113,198.14210579986684,anticipation,['right'],0,[8.44925480009988],[None],,,01,001,2024-11-26_18h48.17.758,experiment psycho,2024.1.5,None,2024-11-26 18h48.33.408815 +0530,
,,,,,,19,0,19,0,198.15266519994475,,,,,,,,,,,,,198.14479439985007,198.15266519994475,199.151461499976,202.1575927999802,203.17025969992392,208.85711049987003,rain,['right'],0,[10.69080980005674],[None],,,01,001,2024-11-26_18h48.17.758,experiment psycho,2024.1.5,None,2024-11-26 18h48.33.408815 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.85945599991828,208.87207269994542,,,,,,,,
