pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,c,2,2,10,2,,,,,23.93158589999075,,23.88741039999877,23.93158589999075,24.90083919998142,24.90083919998142,24.90083919998142,24.90083919998142,24.934298399981344,25.90103929999168,25.90103929999168,26.25222979998216,c,1,0.33630389999598265,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
150,v,2,3,11,3,,,,,26.26720309999655,,26.25350009999238,26.26720309999655,27.26688299997477,27.26688299997477,27.26688299997477,27.26688299997477,27.26688299997477,28.26657680000062,28.26657680000062,28.517164899996715,v,1,0.24466100000427105,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
-150,z,3,0,12,0,,,,,28.533442299987655,,28.518515499978093,28.533442299987655,29.53300669998862,29.53300669998862,29.53300669998862,29.53300669998862,29.53300669998862,30.532804299989948,30.532804299989948,30.81684519999544,z,1,0.2721847000066191,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
-50,x,3,1,13,1,,,,,30.832669199997326,,30.817994499986526,30.832669199997326,31.832542599993758,31.832542599993758,31.832542599993758,31.832542599993758,31.832542599993758,32.83238619999611,32.83238619999611,33.16791269998066,x,1,0.31834389999858104,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
50,c,3,2,14,2,,,,,33.182485199999064,,33.16915479997988,33.182485199999064,34.182361499988474,34.182361499988474,34.182361499988474,34.182361499988474,34.182361499988474,35.181790199974785,35.181790199974785,35.51636300000246,c,1,0.3268898999958765,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
150,v,3,3,15,3,,,,,35.53174679999938,,35.51739279998583,35.53174679999938,36.53186779998941,36.53186779998941,36.53186779998941,36.53186779998941,36.53186779998941,37.51431249998859,37.51431249998859,37.64930459999596,v,1,0.13145179999992251,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
-150,z,4,0,16,0,,,,,37.66464279999491,,37.65004209999461,37.66464279999491,38.66441169998143,38.66441169998143,38.66441169998143,38.66441169998143,38.66441169998143,39.664461799984565,39.664461799984565,39.85005729997647,z,1,0.16990989999612793,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
-50,x,4,1,17,1,,,,,39.86442279999028,,39.85162699999637,39.86442279999028,40.86411799999769,40.86411799999769,40.86411799999769,40.86411799999769,40.86411799999769,41.8638017999765,41.8638017999765,42.099345099995844,x,1,0.23035559998243116,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
50,c,4,2,18,2,,,,,42.11395979998633,,42.10056929997518,42.11395979998633,43.11352569999872,43.11352569999872,43.11352569999872,43.11352569999872,43.11352569999872,44.113152199977776,44.113152199977776,45.19771629999741,c,1,1.0730648000026122,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
150,v,4,3,19,3,,,,,45.212999999988824,,45.199099199991906,45.212999999988824,46.212570899981074,46.212570899981074,46.212570899981074,46.212570899981074,46.212570899981074,47.21245179997641,47.21245179997641,47.61346669998602,v,1,0.38914240000303835,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
-150,z,5,0,20,0,,,,,47.62947709998116,,47.61569089998375,47.62947709998116,48.62947419998818,48.62947419998818,48.62947419998818,48.62947419998818,48.62947419998818,49.62896429997636,49.62896429997636,50.063268199999584,z,1,0.42566639999859035,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
-50,x,5,1,21,1,,,,,50.07875489999424,,50.06525369998417,50.07875489999424,51.07886999999755,51.07886999999755,51.07886999999755,51.07886999999755,51.07886999999755,52.079012799978955,52.079012799978955,52.58008349998272,x,1,0.49153889997978695,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
50,c,5,2,22,2,,,,,52.59490409999853,,52.581322299985914,52.59490409999853,53.59454879999976,53.59454879999976,53.59454879999976,53.59454879999976,53.59454879999976,54.594502699997975,54.594502699997975,54.89590779997525,c,1,0.2983143999881577,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
150,v,5,3,23,3,,,,,54.9109952999861,,54.89722269997583,54.9109952999861,55.91055709999637,55.91055709999637,55.91055709999637,55.91055709999637,55.91055709999637,56.91055819997564,56.91055819997564,57.32873159999144,v,1,0.41577910000341944,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
-150,z,6,0,24,0,,,,,57.343809699988924,,57.329949099977966,57.343809699988924,58.343855799990706,58.343855799990706,58.343855799990706,58.343855799990706,58.343855799990706,59.34351509998669,59.34351509998669,59.978278800001135,z,1,0.6204991999838967,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
-50,x,6,1,25,1,,,,,59.993440599995665,,59.979782799986424,59.993440599995665,60.993387900001835,60.993387900001835,60.993387900001835,60.993387900001835,60.993387900001835,61.993124100001296,61.993124100001296,62.41125259999535,x,1,0.4017466999939643,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
50,c,6,2,26,2,,,,,62.42608839998138,,62.41314589997637,62.42608839998138,63.42596809999668,63.42596809999668,63.42596809999668,63.42596809999668,63.42596809999668,64.42590740000014,64.42590740000014,64.8601917999913,c,1,0.42867419999674894,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
150,v,6,3,27,3,,,,,64.87561629997799,,64.86122009999235,64.87561629997799,65.87539569998626,65.87539569998626,65.87539569998626,65.87539569998626,65.87539569998626,66.87528779997956,66.87528779997956,67.22586379997665,v,1,0.3411556999781169,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
-150,z,7,0,28,0,,,,,67.2420350999746,,67.22681079999893,67.2420350999746,68.24159949997556,68.24159949997556,68.24159949997556,68.24159949997556,68.24159949997556,69.24128539999947,69.24128539999947,69.74261419998948,z,1,0.49603060001390986,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
-50,x,7,1,29,1,,,,,69.7579654000001,,69.7440241999866,69.7579654000001,70.75762930000201,70.75762930000201,70.75762930000201,70.75762930000201,70.75762930000201,71.75748999998905,71.75748999998905,72.27506249997532,x,1,0.5128090000071097,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
50,c,7,2,30,2,,,,,72.29055279999739,,72.27596529998118,72.29055279999739,73.29045380000025,73.29045380000025,73.29045380000025,73.29045380000025,73.29045380000025,74.2902999999933,74.2902999999933,74.69105199998012,c,1,0.3916345000034198,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
150,v,7,3,31,3,,,,,74.70667849999154,,74.69196679999004,74.70667849999154,75.70673929998884,75.70673929998884,75.70673929998884,75.70673929998884,75.70673929998884,76.70634929998778,76.70634929998778,77.17399509999086,v,1,0.46525629999814555,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
-150,z,8,0,32,0,,,,,77.18964569998207,,77.17523709998932,77.18964569998207,78.18990040000062,78.18990040000062,78.18990040000062,78.18990040000062,78.18990040000062,79.18972919997759,79.18972919997759,79.87351399997715,z,1,0.6768942000053357,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
-50,x,8,1,33,1,,,,,79.8889028999838,,79.87445179998758,79.8889028999838,80.88944279999123,80.88944279999123,80.88944279999123,80.88944279999123,80.88944279999123,81.88890169997467,81.88890169997467,82.22334460000275,x,1,0.317187600012403,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
50,c,8,2,34,2,,,,,82.23860919999424,,82.22452239997801,82.23860919999424,83.23865349998232,83.23865349998232,83.23865349998232,83.23865349998232,83.23865349998232,84.23830339999404,84.23830339999404,84.70558690000325,c,1,0.46362819999922067,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
150,v,8,3,35,3,,,,,84.72118299998692,,84.70683069998631,84.72118299998692,85.72117069998058,85.72117069998058,85.72117069998058,85.72117069998058,85.72117069998058,86.7213100999943,86.7213100999943,87.05541049997555,v,1,0.3308995999977924,None,784868,001,2024-10-17_13h39.53.818,sequene learning,2024.1.5,None,2024-10-17 13h40.00.206054 +0530,
